"full_name","e","q","i","om","w","ad","tp_cal","per_y","class","data_arc","condition_code","n_obs_used","two_body","A1","A2","A3","DT","a","n_del_obs_used","n_dop_obs_used","H"
"   87P/Bus",0.3893,2.101,2.60,181.89,24.76,4.78,2013-12-19.9,6.38,ETc,7602,1,667,,1.3e-08,-2.0e-09,5.9e-09,,3.441,,,
"   88P/Howell",0.5631,1.358,4.38,56.70,235.89,4.86,2015-04-06.2,5.48,JFc,4811,0,3510,,8.2e-09,-7.0e-10,-6.3e-10,33.9,3.109,,,
"   89P/Russell 2",0.4080,2.221,12.08,41.45,250.14,5.28,2016-12-14.6,7.26,JFc,15592,1,211,,7.9e-09,-3.4e-10,-3.4e-10,,3.751,,,
"   90P/Gehrels 1",0.5098,2.975,9.64,13.25,29.27,9.16,2017-06-19.2,15,JFc,6092,2,577,,2.4e-07,3.4e-07,,,6.069,,,
"   91P/Russell 3",0.3302,2.606,14.09,247.90,354.87,5.18,2005-06-27.0,7.67,JFc,9051,0,337,,,1.5e-09,,,3.89,,,
"   92P/Sanguin",0.6593,1.825,19.44,181.46,163.79,8.89,2015-03-01.1,12.4,JFc,13943,0,919,,3.7e-09,-8.4e-11,-2.0e-09,,5.358,,,
"   93P/Lovas 1",0.6127,1.700,12.20,339.63,74.90,7.08,2017-03-01.4,9.2,JFc,13649,1,3382,,3.9e-10,-5.0e-11,,,4.389,,,
"   94P/Russell 4",0.3641,2.233,6.18,70.90,92.68,4.79,2016-10-27.8,6.58,ETc,14370,0,2166,,2.7e-10,1.5e-11,,,3.511,,,
"   96P/Machholz 1",0.9592,0.124,58.14,94.25,14.79,5.95,2017-10-27.9,5.29,JFC,4080,0,667,,2.7e-10,-2.4e-12,1.0e-10,,3.035,,,
"   97P/Metcalf-Brewington",0.4569,2.607,17.86,185.17,228.23,6.99,2022-02-20.9,10.5,JFc,7819,1,376,,-3.9e-08,-1.3e-08,,,4.8,,,
"   98P/Takamizawa",0.5606,1.672,10.55,114.75,157.95,5.94,2013-08-05.4,7.42,JFc,5528,0,558,,1.4e-10,7.0e-10,,,3.806,,,
"   99P/Kowal 1",0.2296,4.727,4.34,28.18,174.19,7.54,2022-04-08.6,15.2,JFc,16909,0,1663,,,,,,6.136,,,
"  100P/Hartley 1",0.4138,2.010,25.58,37.77,181.88,4.85,2016-04-02.0,6.35,JFc,13577,0,637,,2.1e-09,-9.6e-11,-6.5e-10,,3.428,,,
"  101P/Chernykh",0.5978,2.325,5.03,116.61,277.41,9.24,2020-01-07.5,13.9,JFc,6078,0,1203,,1.5e-07,2.3e-09,,,5.782,,,
"  101P/Chernykh-B",0.5947,2.351,5.08,130.23,263.19,9.25,2005-12-24.3,14,JFc,109,6,98,,,,,,5.8,,,
"  102P/Shoemaker 1",0.4732,1.969,26.24,339.87,18.74,5.50,2013-09-01.1,7.22,JFc,5645,1,392,,-5.3e-09,-1.3e-09,,,3.737,,,
"  103P/Hartley 2",0.6945,1.061,13.62,219.75,181.30,5.89,2010-10-28.2,6.47,JFc,6947,0,7440,,1.7e-09,2.5e-10,,,3.474,,,
"  104P/Kowal 2",0.6655,1.073,5.70,207.21,227.25,5.34,2022-01-11.6,5.74,JFc,2351,2,1551,,2.2e-08,-7.2e-09,-2.2e-10,49.5,3.208,,,
"  105P/Singer Brewster",0.4093,2.051,9.17,192.42,46.68,4.89,2012-02-26.1,6.47,JFc,12199,0,760,,,-6.8e-10,,,3.472,,,
"  106P/Schuster",0.5895,1.541,20.20,50.32,355.98,5.97,2014-07-20.4,7.27,JFc,16272,0,738,,7.9e-10,9.1e-11,,,3.754,,,
"  108P/Ciffreo",0.5810,1.526,13.98,52.40,356.86,5.76,2021-10-11.2,6.95,JFc,2839,0,2301,,,,,,3.642,,,
"  109P/Swift-Tuttle",0.9632,0.960,113.45,139.38,152.98,51.22,1992-12-11.9,133,HTC,94131,0,652,,,,,,26.09,,,
"  110P/Hartley 3",0.3163,2.464,11.70,287.53,167.40,4.74,2014-12-16.6,6.84,JFc,3562,0,2416,,,2.8e-09,,,3.604,,,
"  111P/Helin-Roman-Crockett",0.1096,3.704,4.23,89.79,3.38,4.62,2013-01-30.6,8.49,ETc,8753,1,137,,,-1.1e-07,,,4.16,,,
"  112P/Urata-Niijima",0.5875,1.459,24.20,31.93,21.35,5.61,2013-06-24.5,6.65,JFc,12257,0,617,,,6.4e-11,,,3.536,,,
"  113P/Spitaler",0.4245,2.119,5.78,14.39,50.02,5.24,2015-04-23.7,7.06,JFc,48361,0,985,,,-4.5e-11,,,3.682,,,
"  114P/Wiseman-Skiff",0.5545,1.579,18.27,271.06,172.84,5.51,2020-01-14.2,6.67,JFc,5046,0,1860,,,,,,3.545,,,
"  115P/Maury",0.5183,2.057,11.67,176.08,121.11,6.48,2011-10-05.0,8.83,JFc,12929,0,1382,,6.1e-09,-3.0e-10,,,4.271,,,
"  116P/Wild 4",0.3723,2.187,3.61,20.99,173.31,4.78,2016-01-11.5,6.5,ETc,5781,0,4662,,1.7e-08,-1.7e-09,6.2e-09,,3.484,,,
"  117P/Helin-Roman-Alu 1",0.2546,3.050,8.70,58.88,222.50,5.13,2014-03-27.1,8.28,JFc,4706,0,4326,,3.5e-07,1.7e-07,3.1e-08,,4.093,,,
"  118P/Shoemaker-Levy 4",0.4549,1.831,10.10,142.12,314.49,4.89,2022-11-23.1,6.16,JFc,2832,0,1780,,,2.1e-09,,,3.359,,,
"  119P/Parker-Hartley",0.2954,3.025,5.18,243.82,181.73,5.56,2014-04-03.7,8.9,JFc,13392,0,3159,,-1.9e-08,9.4e-09,,,4.294,,,
"  120P/Mueller 1",0.3365,2.744,8.79,4.44,30.01,5.53,2004-09-29.4,8.41,JFc,12471,0,147,,-2.6e-08,-1.6e-09,,,4.136,,,
"  121P/Shoemaker-Holt 2",0.3399,2.651,17.74,99.41,6.86,5.38,2004-09-03.4,8.05,JFc,12400,0,666,,,,,,4.016,,,
"  122P/de Vico",0.9627,0.659,85.38,79.62,13.00,34.70,1995-10-06.0,74.3,HTC,54902,0,294,,,,,,17.68,,,
"  123P/West-Hartley",0.4493,2.126,15.35,46.53,102.92,5.59,2019-02-04.3,7.59,JFc,3248,0,3125,,-2.8e-09,9.2e-09,,,3.861,,,
"  124P/Mrkos",0.5039,1.645,31.53,0.41,183.71,4.99,2014-04-09.6,6.04,JFc,11874,0,2926,,,-1.2e-11,,,3.316,,,
"  125P/Spacewatch",0.5120,1.525,9.99,153.19,87.29,4.73,2013-02-17.3,5.53,JFc,9887,0,799,,,7.0e-11,,,3.126,,,
"  126P/IRAS",0.6957,1.717,45.83,357.83,356.49,9.57,2023-07-05.9,13.4,JFC,9912,0,1038,,,-5.3e-10,,,5.643,,,
"  127P/Holt-Olmstead",0.3607,2.206,14.30,13.65,6.71,4.70,2016-03-17.8,6.41,JFc,5004,0,902,,,,,,3.451,,,
"  128P/Shoemaker-Holt 1",0.3220,3.054,4.36,214.34,210.50,5.96,2017-01-10.1,9.56,JFc,4229,0,699,,,,,,4.505,,,
"  128P/Shoemaker-Holt 1-A",0.3341,3.035,4.35,214.40,210.57,6.08,2017-05-06.6,9.73,JFc,79,8,15,,,,,,4.557,,,
"  128P/Shoemaker-Holt 1-B",0.3213,3.047,4.36,214.53,210.22,5.93,1997-11-20.2,9.51,JFc,942,3,236,,,,,,4.489,,,
"  129P/Shoemaker-Levy 3",0.0970,3.912,3.44,185.87,307.28,4.75,2014-01-31.2,9.02,ETc,7518,1,680,,1.3e-09,-2.6e-10,,,4.332,,,
"  130P/McNaught-Hughes",0.4075,2.098,7.31,89.78,224.47,4.98,2011-06-25.0,6.66,JFc,11629,0,1201,,5.4e-10,1.8e-11,,,3.541,,,
"  131P/Mueller 2",0.3430,2.418,7.36,214.23,179.63,4.94,2012-01-07.8,7.06,JFc,10729,0,739,,5.4e-09,-4.6e-10,-3.4e-10,,3.68,,,
"  132P/Helin-Roman-Alu 2",0.5647,1.692,5.38,174.00,216.35,6.08,2021-11-13.1,7.66,JFc,2772,0,1320,,,,,,3.886,,,
"  134P/Kowal-Vavrova",0.5872,2.572,4.35,202.12,18.56,9.89,2014-05-21.4,15.5,JFc,11811,0,1061,,,1.6e-09,,,6.229,,,
"  135P/Shoemaker-Levy 8",0.2902,2.717,6.05,213.36,22.70,4.94,1999-12-10.5,7.49,JFc,10987,1,115,,,,,,3.828,,,
"  136P/Mueller 3",0.2916,2.976,9.42,137.47,225.30,5.43,2016-05-31.5,8.61,JFc,3815,0,512,,1.1e-08,1.7e-07,,,4.201,,,
"  137P/Shoemaker-Levy 2",0.5721,1.933,4.85,233.07,140.99,7.10,2018-12-14.0,9.6,JFc,11171,0,1224,,,,,,4.518,,,
"  138P/Shoemaker-Levy 7",0.5295,1.707,10.08,309.44,95.65,5.55,2005-07-19.9,6.91,JFc,9765,0,100,,,-9.7e-11,,,3.628,,,
"  139P/Vaisala-Oterma",0.2475,3.403,2.33,242.38,165.73,5.64,2008-04-20.4,9.62,JFc,28975,0,546,,,,,,4.522,,,
"  140P/Bowell-Skiff",0.6918,1.972,3.84,343.46,173.09,10.82,1999-05-14.8,16.2,JFc,,,,,,,,,6.397,,,
"  141P/Machholz 2",0.7367,0.804,13.98,241.88,153.62,5.31,2020-12-15.9,5.34,JFc,2131,0,846,,4.8e-10,-1.4e-09,,,3.055,,,
"  141P/Machholz 2-A",0.7505,0.751,12.79,246.16,149.24,5.27,1999-12-09.6,5.22,JFc,2006,1,411,,2.1e-09,-1.3e-09,1.5e-09,27.4,3.01,,,
"  141P/Machholz 2-D",0.7511,0.749,12.81,246.14,149.29,5.27,1999-12-09.9,5.22,JFc,9607,2,157,,3.8e-09,-6.3e-10,-1.1e-08,,3.009,,,
"  141P/Machholz 2-I",0.7365,0.808,13.95,241.82,153.57,5.32,2020-12-15.8,5.37,JFc,37,8,11,,,,,,3.066,,,
"  142P/Ge-Wang",0.4997,2.488,12.31,176.52,175.69,7.46,2010-05-30.3,11.1,JFc,8092,1,88,,,-1.7e-09,,,4.973,,,
"  143P/Kowal-Mrkos",0.4088,2.541,4.69,245.32,320.78,6.05,2018-05-09.0,8.91,JFc,14096,0,1131,,,,,,4.298,,,
"  144P/Kushida",0.6294,1.431,4.12,245.44,216.19,6.29,2016-08-31.1,7.59,JFc,2613,0,431,,,,,,3.861,,,
"  145P/Shoemaker-Levy 5",0.5410,1.902,11.26,26.84,10.42,6.38,2017-08-31.8,8.43,JFc,9741,0,880,,-1.1e-09,-1.3e-10,,,4.143,,,
"  146P/Shoemaker-LINEAR",0.6467,1.426,23.09,53.45,317.07,6.65,2016-06-29.5,8.11,JFc,5942,0,173,,2.3e-09,-3.3e-10,,,4.036,,,
"  147P/Kushida-Muramatsu",0.2760,2.756,2.37,93.76,346.84,4.86,2008-09-22.8,7.43,ETc,5555,1,256,,2.7e-07,-6.9e-08,1.6e-07,305,3.807,,,
"  148P/Anderson-LINEAR",0.5393,1.694,3.68,89.79,6.59,5.66,2015-06-13.6,7.05,JFc,21697,0,250,,1.6e-09,-4.1e-11,,,3.678,,,
"  149P/Mueller 4",0.3883,2.646,29.75,145.26,43.57,6.01,2010-02-18.7,9,JFc,9974,1,494,,-1.7e-08,-6.7e-11,,,4.326,,,
"  150P/LONEOS",0.5453,1.768,18.50,272.43,245.63,6.01,2008-11-25.4,7.67,JFc,16640,0,557,,,,,,3.889,,,
"  151P/Helin",0.5709,2.492,4.73,143.55,215.53,9.12,2015-10-06.6,14,JFc,10382,1,420,,4.4e-08,-3.8e-10,,,5.807,,,
"  152P/Helin-Lawrence",0.3070,3.115,9.87,91.91,163.69,5.88,2012-07-08.6,9.53,JFc,11113,0,1144,,1.1e-07,2.4e-08,-6.9e-08,105,4.496,,,
"  153P/Ikeya-Zhang",0.9901,0.507,28.12,93.37,34.67,101.73,2002-03-18.9,365,COM,403,2,1893,,7.1e-09,1.7e-09,,,51.12,,,
"  154P/Brewington",0.6707,1.608,17.83,343.50,48.99,8.16,2013-12-12.4,10.8,JFc,4582,0,2940,,2.9e-08,-2.0e-09,-9.6e-09,,4.883,,,
"  155P/Shoemaker 3",0.7261,1.806,6.40,97.28,14.60,11.38,2002-12-08.0,16.9,JFc,12550,0,1966,,5.6e-09,-8.1e-10,,,6.594,,,
"  156P/Russell-LINEAR",0.6149,1.333,17.26,35.40,0.38,5.59,2020-11-17.8,6.44,JFc,7882,0,2317,,,,,,3.462,,,
"  157P/Tritton",0.6285,1.250,11.00,289.64,157.34,5.48,2022-08-02.2,6.17,JFc,2804,1,432,,,-1.1e-09,,,3.365,,,
"  157P/Tritton-B",0.5011,1.552,12.43,287.10,153.98,4.67,2022-09-08.0,5.49,JFc,38,8,28,,,,,,3.111,,,
"  158P/Kowal-LINEAR",0.0303,4.577,7.91,137.31,232.07,4.86,2012-09-19.9,10.3,JFc,16122,0,1001,,,,,,4.72,,,
"  159P/LONEOS",0.3821,3.621,23.46,55.06,4.87,8.10,2018-05-23.1,14.2,JFc,11098,0,877,,,,,,5.86,,,
"  160P/LINEAR",0.4791,2.067,17.28,337.00,18.20,5.87,2012-09-18.5,7.9,JFc,8812,0,973,,,,,,3.967,,,
"  161P/Hartley-IRAS",0.8351,1.275,95.70,1.40,47.09,14.19,2005-06-20.8,21.5,HTC,7994,0,335,,,,,,7.73,,,
"  162P/Siding Spring",0.5961,1.233,27.82,31.24,356.32,4.87,2010-03-08.4,5.33,JFc,12189,0,3169,,,,,,3.053,,,
"  163P/NEAT",0.4760,1.928,12.50,103.35,348.05,5.43,2005-02-01.3,7.06,JFc,10737,0,355,,,,,,3.68,,,
"  164P/Christensen",0.5403,1.681,16.26,88.31,326.00,5.63,2018-05-30.9,7,JFc,3484,0,1234,,,,,,3.658,,,
"  165P/LINEAR",0.6216,6.830,15.91,0.64,126.21,29.27,2000-06-15.7,76.7,CTc,1209,4,143,,,,,,18.05,,,
"  166P/NEAT",0.3831,8.564,15.37,64.49,321.88,19.20,2002-05-20.8,51.7,CTc,2742,3,168,,,,,,13.88,,,
"  167P/CINEOS",0.2700,11.783,19.13,295.84,343.65,20.50,2001-04-09.8,64.9,CTc,3416,3,94,,,,,,16.14,,,
"  168P/Hergenrother",0.6095,1.415,21.93,356.48,13.92,5.83,2012-10-01.9,6.9,JFc,5193,0,3374,,2.6e-08,2.4e-09,-1.3e-09,,3.624,,,
"  169P/NEAT",0.7668,0.608,11.30,176.19,217.96,4.60,2009-11-30.3,4.21,JFc,12459,0,1322,,,,,,2.606,,,
"  170P/Christensen",0.3034,2.924,10.12,142.92,225.64,5.47,2023-04-21.4,8.6,JFc,3384,1,453,,3.2e-07,-1.9e-07,-1.5e-07,,4.198,,,
"  171P/Spahr",0.5020,1.771,21.94,101.71,347.19,5.34,2019-01-13.7,6.71,JFc,4969,1,632,,8.7e-09,-1.9e-09,,,3.557,,,
"  172P/Yeung",0.3713,2.240,12.69,36.76,185.50,4.89,2008-11-08.5,6.73,JFc,10794,0,656,,,,,,3.563,,,
"  173P/Mueller 5",0.2614,4.204,16.51,100.50,29.39,7.18,2008-05-15.6,13.6,JFc,11225,0,1194,,,,,,5.691,,,
"  175P/Hergenrother",0.4222,2.016,6.09,126.44,51.14,4.96,2013-05-26.2,6.52,JFc,6947,0,846,,6.8e-09,8.6e-11,,,3.489,,,
"  177P/Barnard",0.9544,1.107,31.22,272.07,60.45,47.50,2006-08-28.6,120,HTC,42903,0,1702,,,,,,24.3,,,
"  178P/Hug-Bell",0.4730,1.934,10.98,103.57,296.95,5.41,2013-07-23.0,7.03,JFc,7829,0,1034,,,-1.7e-10,,,3.669,,,
"  179P/Jedicke",0.3075,4.110,19.85,115.64,296.26,7.76,2007-12-04.8,14.5,JFc,10297,0,531,,,,,,5.935,,,
"  180P/NEAT",0.3549,2.489,16.87,84.57,94.86,5.23,2015-12-12.6,7.58,JFc,6092,1,1049,,9.3e-09,-9.6e-10,,,3.859,,,
"  181P/Shoemaker-Levy 6",0.7073,1.124,16.98,37.68,333.80,6.55,2014-06-10.3,7.52,JFc,8252,2,88,,-2.9e-09,-8.6e-11,,,3.839,,,
"  182P/LONEOS",0.6663,0.978,16.91,75.10,51.43,4.88,2007-02-05.8,5.02,JFc,3819,0,197,,,,,,2.931,,,
"  183P/Korlevic-Juric",0.1350,3.888,18.74,5.84,160.89,5.10,2008-05-03.4,9.53,JFc,23871,0,731,,,,,,4.494,,,
"  184P/Lovas 2",0.6043,1.394,1.55,277.74,78.06,5.65,2013-07-28.4,6.61,JFc,12394,0,349,,,-1.2e-11,,,3.522,,,
"  185P/Petriew",0.6989,0.934,14.00,214.10,181.94,5.27,2012-08-13.1,5.46,JFc,4138,0,702,,,1.4e-10,,,3.1,,,
"  186P/Garradd",0.1268,4.322,28.54,327.58,287.34,5.58,2008-05-28.9,11,JFc,17324,0,880,,,,,,4.95,,,
"  187P/LINEAR",0.1732,3.715,13.66,111.74,134.74,5.27,2008-10-22.5,9.53,JFc,7798,0,296,,,,,,4.494,,,
"  188P/LINEAR-Mueller",0.4149,2.565,10.51,358.98,26.77,6.20,2017-02-17.0,9.18,JFc,3993,0,1161,,,,,,4.384,,,
"  189P/NEAT",0.5976,1.174,20.40,282.20,15.31,4.66,2007-07-25.9,4.98,JFc,7330,0,1469,,-2.0e-10,-4.9e-11,,,2.918,,,
"  190P/Mueller",0.5207,2.032,2.19,336.12,49.74,6.45,2007-07-08.2,8.73,JFc,6716,0,330,,,,,,4.24,,,
"  191P/McNaught",0.4207,2.046,8.76,106.51,274.21,5.02,2007-09-13.5,6.64,JFc,7832,0,783,,6.0e-09,-5.7e-11,1.9e-10,,3.533,,,
"  192P/Shoemaker-Levy 1",0.7741,1.461,24.57,51.66,312.78,11.47,2007-12-17.2,16.4,JFc,6324,1,139,,,,,,6.465,,,
"  193P/LINEAR-NEAT",0.3942,2.166,10.69,335.19,8.44,4.99,2014-11-24.6,6.76,JFc,7483,1,869,,5.2e-09,-1.4e-09,,,3.576,,,
"  194P/LINEAR",0.5757,1.698,11.14,351.99,130.70,6.30,2016-03-02.4,8,JFc,5940,1,204,,8.5e-10,-1.7e-10,,,4.001,,,
"  195P/Hill",0.3148,4.438,36.36,243.23,249.59,8.52,2009-01-20.7,16.5,JFc,11154,0,301,,,-1.4e-09,,,6.477,,,
"  196P/Tichy",0.4344,2.135,19.38,24.26,11.95,5.41,2015-06-14.8,7.33,JFc,8126,0,457,,,,,,3.775,,,
"  197P/LINEAR",0.6299,1.061,25.56,66.40,188.75,4.67,2008-05-18.9,4.86,JFc,3778,0,323,,-5.2e-11,1.7e-11,9.0e-11,,2.867,,,
"  198P/ODAS",0.4477,1.979,1.35,358.74,69.06,5.19,2005-05-03.0,6.78,JFc,7315,2,200,,,1.1e-08,-2.2e-08,,3.583,,,
"  199P/Shoemaker 4",0.5080,2.931,24.74,92.71,191.87,8.98,2009-04-08.7,14.5,JFc,10675,3,828,,-5.6e-07,-1.6e-07,6.4e-08,508,5.958,,,
"  200P/Larsen",0.3332,3.272,12.12,234.82,133.69,6.54,2008-08-25.0,10.9,JFc,8082,0,610,,,,,,4.908,,,
"  201P/LONEOS",0.6129,1.340,7.04,35.29,24.95,5.58,2015-01-14.3,6.44,JFc,4998,0,865,,,,,,3.461,,,
"  202P/Scotti",0.3303,2.527,2.19,194.59,255.63,5.02,2009-02-07.3,7.33,JFc,34266,0,420,,1.0e-09,2.2e-10,,,3.773,,,
"  203P/Korlevic",0.3160,3.183,2.97,290.52,154.72,6.12,2010-02-09.0,10,JFc,7856,0,1166,,8.5e-08,2.5e-08,,,4.654,,,
"  204P/LINEAR-NEAT",0.4722,1.930,6.59,109.07,355.05,5.38,2015-12-11.5,6.99,JFc,5361,0,1265,,3.7e-09,-6.1e-10,,,3.656,,,
"  205P/Giacobini",0.5669,1.536,15.29,179.62,154.26,5.56,2015-05-14.0,6.68,JFc,4813,0,564,,,-3.2e-10,,,3.547,,,
"  205P/Giacobini-A",0.5687,1.526,15.30,179.63,154.22,5.55,2008-09-10.0,6.66,JFc,163,4,1143,,1.4e-08,-1.7e-08,,,3.539,,,
"  205P/Giacobini-B",0.5753,1.530,15.41,179.51,154.08,5.68,2008-09-09.7,6.84,JFc,19,9,66,,7.8e-06,-2.4e-07,,,3.603,,,
"  205P/Giacobini-C",0.5687,1.527,15.31,179.63,154.27,5.55,2008-09-10.2,6.66,JFc,40927,3,66,,6.3e-09,2.3e-10,,,3.54,,,
"  206P/Barnard-Boattini",0.6485,1.136,33.20,204.38,181.36,5.33,2008-10-24.0,5.81,JFc,42448,2,284,,,,,,3.234,,,
"  207P/NEAT",0.7571,0.944,10.15,200.68,271.15,6.83,2008-11-06.2,7.66,JFc,8386,0,177,,,6.3e-12,,,3.885,,,
"  208P/McMillan",0.3742,2.529,4.41,36.40,310.69,5.55,2008-05-13.6,8.13,JFc,5944,0,258,,,,,,4.042,,,
"  209P/LINEAR",0.6889,0.914,20.98,63.20,152.47,4.96,2014-04-25.4,5.03,JFc,5743,0,2832,,,,,,2.937,9,4,
"  210P/Christensen",0.8317,0.534,10.22,93.87,345.77,5.82,2008-12-19.9,5.66,JFc,6256,0,715,,-2.1e-10,5.7e-11,-1.1e-10,,3.176,,,
"  211P/Hill",0.3392,2.352,18.89,117.27,4.33,4.77,2016-01-27.1,6.72,JFc,7334,0,847,,,-9.4e-10,,,3.559,,,
"  212P/NEAT",0.5789,1.654,22.40,98.93,15.05,6.20,2008-12-03.2,7.79,JFc,5963,0,124,,,,,,3.929,,,
"  213P/Van Ness",0.4075,1.983,10.38,311.32,5.55,4.71,2017-09-24.3,6.12,JFc,597,4,353,,-1.8e-09,-1.7e-09,1.9e-08,,3.347,,,
"  213P/Van Ness-B",0.3797,2.123,10.24,312.67,3.34,4.72,2011-06-16.4,6.33,JFc,77,5,115,,,,,,3.422,,,
"  214P/LINEAR",0.4896,1.840,15.23,348.31,190.16,5.37,2002-03-01.0,6.84,JFc,2665,1,131,,,,,,3.604,,,
"  215P/NEAT",0.2012,3.455,10.06,63.47,253.43,5.20,2019-09-23.6,9,JFc,10354,0,988,,,-1.3e-08,,,4.326,,,
"  216P/LINEAR",0.4453,2.154,9.04,359.91,151.65,5.61,2001-02-12.9,7.65,JFc,5564,1,182,,,,,,3.883,,,
"  217P/LINEAR",0.6896,1.224,12.88,125.62,246.77,6.66,2009-09-08.9,7.83,JFc,6117,0,3274,,1.6e-09,-1.2e-10,3.3e-12,22,3.944,,,
"  218P/LINEAR",0.4911,1.701,18.17,226.61,10.78,4.98,2009-06-22.5,6.11,JFc,4522,0,712,,2.4e-09,,,,3.342,,,
"  219P/LINEAR",0.3520,2.365,11.53,231.03,107.55,4.93,2010-03-04.0,6.97,JFc,7784,1,1009,,7.7e-09,-1.1e-09,-2.1e-10,,3.65,,,
"  220P/McNaught",0.5022,1.550,8.13,150.12,180.75,4.68,2009-12-15.2,5.49,JFc,6042,0,476,,1.8e-10,-1.3e-11,,,3.113,,,
"  221P/LINEAR",0.4876,1.780,11.43,229.99,39.51,5.17,2009-01-24.3,6.47,JFc,7497,0,627,,,-2.2e-11,,,3.473,,,
"  222P/LINEAR",0.7268,0.781,5.15,7.13,345.43,4.93,2009-09-01.1,4.83,JFc,5283,0,239,,9.0e-11,-4.4e-12,,,2.857,,,
"  223P/Skiff",0.4164,2.420,27.05,346.82,37.86,5.87,2010-08-14.5,8.45,JFc,7175,0,776,,-3.9e-09,-4.9e-12,6.4e-10,,4.148,,,
"  224P/LINEAR-NEAT",0.4376,1.887,14.81,43.32,10.02,4.82,2003-09-19.5,6.15,JFc,6979,2,103,,,,,,3.356,,,
"  225P/LINEAR",0.6375,1.325,21.33,14.18,3.92,5.98,2016-08-16.9,6.99,JFc,7608,0,478,,3.3e-10,-1.9e-11,,,3.654,,,
"  226P/Pigott-LINEAR-Kowalski",0.5289,1.776,44.00,54.01,341.13,5.77,2016-09-05.1,7.32,JFc,5130,1,1069,,2.5e-10,2.6e-10,,,3.771,,,
"  227P/Catalina-LINEAR",0.4996,1.795,6.52,49.89,90.13,5.38,2010-09-03.8,6.8,JFc,7793,0,170,,,,,,3.588,,,
"  228P/LINEAR",0.1769,3.430,7.92,31.07,114.81,4.91,2011-08-23.9,8.51,JFc,7093,0,433,,,-1.0e-10,,,4.168,,,
"  229P/Gibbs",0.3771,2.448,26.08,157.96,224.26,5.41,2009-08-04.1,7.79,JFc,6017,0,235,,,,,,3.93,,,
"  230P/LINEAR",0.5631,1.485,14.65,112.40,308.91,5.31,2015-11-18.0,6.27,JFc,9620,0,1509,,,2.6e-12,,,3.4,,,
"  231P/LINEAR-NEAT",0.2468,3.032,12.33,133.08,42.43,5.02,2011-05-16.4,8.08,JFc,25635,0,573,,1.6e-07,-7.7e-09,,,4.026,,,
"  232P/Hill",0.3349,2.983,14.64,56.13,53.42,5.99,2009-10-01.4,9.5,JFc,7058,0,297,,,,,,4.485,,,
"  233P/La Sagra",0.4106,1.788,11.28,74.98,27.15,4.28,2015-06-25.3,5.28,ETc,5911,1,113,,,,,,3.034,,,
"  234P/LINEAR",0.2512,2.861,11.51,179.73,358.42,4.78,2009-12-23.9,7.47,JFc,6018,0,281,,,,,,3.82,,,
"  235P/LINEAR",0.3134,2.748,8.89,204.49,333.74,5.26,2010-03-21.7,8.01,JFc,6003,1,268,,,,,,4.002,,,
"  236P/LINEAR",0.5086,1.832,16.33,245.66,119.34,5.62,2010-09-08.7,7.2,JFc,5224,0,848,,,,,,3.728,,,
"  237P/LINEAR",0.4345,1.986,14.02,245.39,25.23,5.04,2023-05-14.5,6.58,JFc,4857,0,1974,,,,,,3.512,,,
"  238P/Read",0.2517,2.369,1.26,51.63,324.21,3.96,2022-06-05.4,5.63,ETc,6241,1,117,,1.6e-09,-1.0e-10,1.8e-10,,3.166,,,
"  239P/LINEAR",0.6314,1.648,11.31,255.94,220.38,7.29,2019-01-09.9,9.45,JFc,7096,0,365,,,,,,4.47,,,
"  240P/NEAT",0.4498,2.128,23.52,74.95,352.15,5.61,2010-10-04.7,7.61,JFc,6437,0,2617,,1.1e-08,7.1e-10,,,3.868,,,
"  241P/LINEAR",0.6099,1.932,20.87,305.81,110.53,7.98,2010-07-17.3,11,JFc,8217,0,874,,3.9e-10,3.2e-10,,,4.954,,,
"  242P/Spahr",0.2819,3.980,32.54,180.88,247.46,7.11,2012-04-02.4,13,JFc,9463,0,620,,,,,,5.543,,,
"  243P/NEAT",0.3597,2.456,7.63,87.72,283.94,5.22,2011-03-03.4,7.51,JFc,6019,0,745,,,,,,3.836,,,
"  244P/Scotti",0.1990,3.919,2.26,354.13,92.69,5.87,2012-01-20.6,10.8,JFc,8190,0,1652,,,,,,4.892,,,
"  245P/WISE",0.4661,2.139,21.09,318.53,316.40,5.88,2010-02-04.5,8.02,JFc,5882,1,103,,,,,,4.008,,,
"  246P/NEAT",0.2851,2.880,15.97,78.78,176.18,5.18,2013-01-28.6,8.08,JFc,7900,0,4816,,1.0e-08,4.5e-09,,,4.028,,,
"  247P/LINEAR",0.6256,1.484,13.68,54.12,47.34,6.45,2011-01-04.1,7.9,JFc,5998,0,1346,,,,,,3.965,,,
"  248P/Gibbs",0.6412,2.147,6.37,207.79,209.91,9.82,2011-02-08.7,14.6,JFc,5301,0,160,,,,,,5.982,,,
"  249P/LINEAR",0.8187,0.502,8.40,239.85,64.81,5.04,2015-11-26.7,4.61,JFc,5205,0,884,,,,,,2.77,,,
"  250P/Larson",0.4074,2.213,13.30,73.74,44.92,5.25,2010-11-14.8,7.21,JFc,8563,0,470,,,,,,3.733,,,
"  251P/LINEAR",0.5098,1.712,23.51,219.55,30.88,5.27,2004-06-18.8,6.52,JFc,4905,1,402,,5.1e-09,2.2e-10,,,3.491,,,
